instnm,unitid,year,private,aca,benstaff,carnegie,cf,city,core,crash,d1987,d1989,d1991,d1999,d2002,d2005,d2008,d2010,d2011,donor,fteex,ftef,ftenap,ftenap2,ftenpro,ftepro,ftestu,ftgrad,ftug,fwest,ga,glakes,hosp,invest,medical,neweng,oh,other,prof,ptf,ptnap,ptnap2,ptnpro,ptpro,ptstu,rev,rural,staffsal,staffsize,stem,tc,tt,ttnap,ttnap2
Wake Forest University,199847,1989,1,45.761,24.402,0,1.33,1,19.971,0,0,1,0,0,0,0,0,0,0,8.359,1.092,6.682,5.24,27.46,8.826,4.148,5.037,0.504,3.439,0,0.0,0,6.586,4.458,0,0,37.453,26.431,0,0.249,0.118,0.014,0.249,0.118,1.094,61.348,0,168.883,11.881,1,83.214,5.102,0.974,0.992
Wake Forest University,199847,1991,1,54.515,20.712,0,1.127,1,21.371,0,0,0,1,0,0,0,0,0,0,5.068,1.09,6.405,5.479,30.025,9.13,4.39,5.322,1.487,3.612,0,0.0,0,3.462,5.263,0,0,30.812,45.369,0,0.223,0.105,0.011,0.26,0.105,0.223,75.27,0,166.499,12.405,1,85.327,5.055,0.922,0.885
Wake Forest University,199847,1999,1,49.3,47.158,0,1.317,1,29.594,0,0,0,0,1,0,0,0,0,0,13.548,0.753,7.534,8.269,68.368,9.642,7.516,5.845,0.869,3.934,0,0.74,0,1.493,33.03,0,0,74.378,66.237,0,0.536,0.107,0.012,0.198,0.325,1.042,110.872,0,222.123,22.791,1,123.677,5.68,0.687,0.484
Wake Forest University,199847,2002,1,45.22,15.044,0,9.167,1,29.782,0,0,0,0,0,1,0,0,0,0,17.941,9.67,20.977,30.599,936.272,41.777,20.929,6.164,2.082,3.926,0,0.0,0,0.0,-24.104,0,0,89.045,73.276,0,1.963,4.673,21.832,2.06,4.445,0.156,120.999,0,68.217,6.485,1,134.265,11.162,0.365,0.155
Wake Forest University,199847,2005,1,51.973,18.179,0,3.223,1,31.724,0,0,0,0,0,0,1,0,0,0,11.844,7.156,20.475,26.054,678.786,36.3,18.898,6.577,2.347,4.138,0,2.117,0,0.0,21.191,0,0,91.367,88.704,0,0.617,0.897,0.805,1.536,0.73,0.092,132.272,0,90.404,7.713,1,143.34,16.634,0.638,0.417
Wake Forest University,199847,2008,1,50.756,17.833,0,3.517,1,34.683,1,0,0,0,0,0,0,1,0,0,11.679,8.88,21.602,27.29,744.754,35.431,18.41,6.768,2.306,4.396,0,2.136,0,0.0,33.458,0,0,98.059,93.078,0,0.621,0.296,0.087,0.399,0.266,0.066,139.44,0,75.877,6.063,1,148.815,17.465,0.647,0.419
Wake Forest University,199847,2010,1,59.24,18.237,0,4.547,1,34.771,1,0,0,0,0,0,0,0,1,0,11.956,6.969,22.72,32.082,1029.265,34.844,25.113,7.06,2.405,4.591,0,2.057,0,0.0,-42.082,0,0,93.81,95.536,0,0.68,0.458,0.209,0.608,0.453,0.064,142.263,0,77.716,8.604,1,153.05,17.493,0.553,0.306
Wake Forest University,199847,2011,1,52.949,18.17,0,4.347,1,33.516,1,0,0,0,0,0,0,0,0,1,19.647,7.786,22.961,33.471,1120.301,31.325,25.684,7.269,2.497,4.72,0,2.066,0,0.0,22.586,0,0,93.894,99.785,0,0.702,0.44,0.194,0.468,0.426,0.052,152.948,0,80.242,7.322,1,146.843,17.912,0.542,0.294
Case Western Reserve University,201645,1987,1,32.767,14.405,1,8.8,1,21.897,0,1,0,0,0,0,0,0,0,0,6.159,4.73,15.674,12.274,150.647,14.7,7.543,6.693,1.721,2.489,0,2.298,1,0.0,4.565,1,0,25.52,17.584,0,0.286,0.695,0.483,0.163,0.626,2.483,45.641,0,58.461,4.702,0,58.287,6.589,0.569,0.324
Case Western Reserve University,201645,1989,1,36.47,13.21,1,12.752,1,22.748,0,0,1,0,0,0,0,0,0,0,7.653,7.569,19.807,16.151,260.849,16.59,8.582,6.203,1.562,2.337,0,0.277,1,0.0,5.117,1,0,30.315,20.608,0,0.106,0.819,0.671,0.404,0.537,2.304,51.009,0,54.107,3.326,0,66.785,6.948,0.43,0.205
Case Western Reserve University,201645,1991,1,32.953,14.978,1,11.701,1,24.861,0,0,0,1,0,0,0,0,0,0,9.059,7.831,17.811,13.987,195.646,15.966,6.156,6.948,3.206,2.65,0,0.655,1,0.0,5.449,1,0,29.247,22.476,0,0.123,1.121,1.256,0.48,0.803,1.092,56.396,0,56.114,2.825,0,62.2,5.987,0.428,0.217
Case Western Reserve University,201645,1999,1,45.98,13.515,1,11.599,1,22.185,0,0,0,0,1,0,0,0,0,0,17.235,8.554,18.536,19.855,394.239,14.147,11.301,7.604,2.068,3.057,0,3.554,1,0.0,46.578,1,0,20.662,16.928,0,0.573,0.577,0.333,0.26,1.052,2.479,56.348,0,60.808,2.975,0,66.642,6.365,0.321,0.109
Case Western Reserve University,201645,2002,1,58.761,13.651,1,6.725,1,19.756,0,0,0,0,0,1,0,0,0,0,16.089,10.114,19.502,23.902,571.283,15.034,13.788,7.702,3.674,3.157,0,3.667,1,0.0,-11.224,1,0,20.669,32.031,0,2.012,1.831,3.351,0.87,1.181,0.871,67.875,0,61.471,2.85,0,79.43,12.113,0.507,0.293
Case Western Reserve University,201645,2005,1,66.576,17.152,1,6.441,1,21.039,0,0,0,0,0,0,1,0,0,0,15.031,9.954,18.022,29.462,868.028,12.782,19.508,8.306,3.776,3.714,0,3.591,1,0.0,30.574,1,0,29.727,44.916,0,0.795,1.505,2.265,0.975,0.891,0.816,80.986,0,80.737,3.244,0,96.302,10.787,0.366,0.139
Case Western Reserve University,201645,2008,1,59.298,16.822,1,4.725,1,23.009,1,0,0,0,0,0,0,1,0,0,10.45,8.815,14.499,24.206,585.928,10.955,15.391,8.973,4.238,4.196,0,4.454,1,0.0,37.422,1,0,27.051,47.945,0,0.479,1.192,1.422,0.29,1.014,0.539,81.404,0,66.419,2.989,0,86.349,9.295,0.404,0.163
Case Western Reserve University,201645,2010,1,68.915,17.628,1,4.908,1,23.93,1,0,0,0,0,0,0,0,1,0,16.046,6.74,14.69,24.65,607.634,11.137,17.91,9.006,4.405,4.085,0,3.272,1,0.0,-40.712,1,0,20.732,42.903,0,0.622,0.791,0.626,0.24,0.717,0.516,82.878,0,69.684,4.31,0,89.647,9.161,0.384,0.147
Case Western Reserve University,201645,2011,1,70.77,18.834,1,5.216,1,25.96,1,0,0,0,0,0,0,0,0,1,17.579,6.14,15.3,25.315,640.872,10.737,19.175,8.876,4.509,3.895,0,3.108,1,0.0,30.061,1,0,21.238,44.284,0,0.608,0.856,0.733,0.27,0.777,0.472,87.824,0,69.524,4.872,0,92.008,9.475,0.387,0.15
University of Dayton,202480,1987,1,11.162,10.78,0,0.522,1,13.419,0,1,0,0,0,0,0,0,0,0,1.957,2.592,4.466,6.191,38.325,7.397,3.599,9.001,0.821,6.495,0,0.0,1,0.0,0.265,0,0,10.214,6.494,0,0.0,0.114,0.013,0.198,0.066,1.685,21.87,0,52.567,4.243,1,21.375,3.944,0.649,0.421
University of Dayton,202480,1989,1,11.814,12.878,0,0.632,1,12.941,0,0,1,0,0,0,0,0,0,0,2.106,2.697,4.792,6.712,45.046,7.604,4.015,9.182,0.743,6.614,0,0.0,1,0.0,0.288,0,0,12.797,6.322,0,0.0,0.101,0.01,0.187,0.061,1.825,21.37,0,55.132,4.308,1,24.612,4.16,0.62,0.396
University of Dayton,202480,1991,1,12.262,13.686,0,0.718,1,15.566,0,0,0,1,0,0,0,0,0,0,2.624,2.937,5.024,7.33,53.735,8.007,4.394,9.056,1.422,6.243,0,0.0,1,0.0,0.332,0,0,13.166,6.051,0,0.0,0.142,0.02,0.2,0.098,1.391,24.24,0,52.499,4.223,1,25.427,4.306,0.587,0.359
University of Dayton,202480,1999,1,14.988,18.907,0,0.649,1,18.378,0,0,0,0,1,0,0,0,0,0,6.222,3.07,6.13,8.271,68.415,7.873,5.201,8.63,0.728,6.458,0,0.761,1,0.0,8.481,0,0,14.175,6.503,0,1.078,0.184,0.034,0.214,0.452,1.444,31.103,0,60.122,4.258,1,29.163,4.403,0.532,0.296
University of Dayton,202480,2002,1,13.089,23.112,0,0.0,1,19.396,0,0,0,0,0,1,0,0,0,0,5.317,3.382,5.764,7.248,52.536,6.922,3.866,8.899,1.578,6.552,0,0.897,1,0.0,-4.889,0,0,18.556,5.583,0,3.607,0.326,0.106,0.506,0.202,0.769,30.296,0,69.991,3.189,1,31.645,9.147,1.262,1.91
University of Dayton,202480,2005,1,15.113,21.467,0,0.649,1,19.954,0,0,0,0,0,0,1,0,0,0,3.444,3.559,5.898,9.712,94.318,7.538,6.153,9.403,1.759,6.913,0,0.969,1,0.0,8.298,0,0,17.8,8.279,0,1.155,0.553,0.306,0.606,0.5,0.731,31.677,0,66.134,3.847,1,32.914,4.095,0.422,0.185
University of Dayton,202480,2008,1,15.169,22.717,0,2.499,1,22.497,1,0,0,0,0,0,0,1,0,0,3.731,3.939,8.187,7.837,61.42,6.942,3.898,9.723,1.837,7.115,0,0.842,1,0.0,11.173,0,0,19.181,8.029,0,1.255,0.113,0.013,0.093,0.093,0.771,34.257,0,61.386,2.752,1,34.35,4.433,0.574,0.329
University of Dayton,202480,2010,1,19.335,24.155,0,3.324,1,24.338,1,0,0,0,0,0,0,0,1,0,5.176,4.043,9.085,7.348,53.986,6.948,3.304,10.017,2.12,7.156,0,1.084,1,0.0,-12.776,0,0,16.309,9.437,0,1.288,0.1,0.01,0.12,0.09,0.741,38.95,0,63.093,2.536,1,35.644,4.472,0.617,0.381
University of Dayton,202480,2011,1,18.616,23.436,0,3.352,1,24.215,1,0,0,0,0,0,0,0,0,1,3.217,4.313,8.996,7.675,58.911,7.035,3.362,9.993,2.041,7.292,0,1.09,1,0.0,8.976,0,0,16.84,8.635,0,1.111,0.07,0.005,0.08,0.05,0.66,36.066,0,62.416,2.411,1,35.455,4.533,0.596,0.355
Carnegie Mellon University,211440,1987,1,41.006,12.262,1,1.274,1,25.065,0,1,0,0,0,0,0,0,0,0,12.053,5.899,9.663,17.152,294.184,15.785,11.253,6.199,1.612,4.137,0,1.725,0,0.0,3.769,0,0,22.626,23.435,0,0.532,0.197,0.039,1.895,0.17,0.45,60.553,0,57.397,4.584,0,63.632,7.856,0.463,0.215
Carnegie Mellon University,211440,1989,1,47.369,14.839,1,3.795,1,24.614,0,0,1,0,0,0,0,0,0,0,9.852,6.597,12.154,18.573,344.965,15.704,11.976,6.35,1.743,4.144,0,0.811,0,0.0,3.338,0,0,25.487,28.14,0,0.785,0.275,0.076,2.162,0.229,0.463,62.606,0,62.486,4.196,0,72.857,7.574,0.408,0.171
Carnegie Mellon University,211440,1991,1,44.379,14.585,1,4.923,1,26.558,0,0,0,1,0,0,0,0,0,0,10.187,6.907,13.52,17.561,308.391,15.273,10.654,6.5,1.898,4.197,0,0.711,0,0.0,3.657,0,0,26.799,26.546,0,0.843,0.33,0.109,1.457,0.269,0.405,63.291,0,60.076,3.754,0,71.178,7.754,0.442,0.203
Carnegie Mellon University,211440,1999,1,50.981,9.805,1,5.137,1,25.179,0,0,0,0,1,0,0,0,0,0,11.726,4.924,12.821,17.99,323.623,12.556,13.066,7.825,2.391,5.052,0,0.839,0,0.0,11.152,0,0,19.581,33.326,0,0.86,0.304,0.092,0.978,0.831,0.382,70.231,0,66.124,5.204,0,70.562,6.824,0.379,0.149
Carnegie Mellon University,211440,2002,1,59.44,14.55,1,5.756,1,27.773,0,0,0,0,0,1,0,0,0,0,15.516,4.823,14.163,13.698,187.642,11.626,8.875,8.687,2.941,5.239,0,5.516,0,0.0,-10.128,0,0,19.428,29.703,0,2.245,0.691,0.477,1.347,0.622,0.507,72.992,0,95.167,4.251,0,78.868,7.666,0.56,0.39
Carnegie Mellon University,211440,2005,1,54.072,20.143,1,6.758,1,31.462,0,0,0,0,0,0,1,0,0,0,11.572,5.269,14.284,22.734,516.832,9.458,17.465,9.116,3.17,5.384,0,6.929,0,0.0,18.934,0,0,29.313,35.408,0,0.702,1.141,1.302,1.667,1.064,0.562,78.442,0,116.14,5.11,0,83.385,6.824,0.3,0.093
Carnegie Mellon University,211440,2008,1,52.049,20.425,1,6.263,1,31.888,1,0,0,0,0,0,0,1,0,0,11.698,7.623,12.555,22.249,495.014,11.024,14.626,9.996,3.837,5.609,0,6.497,0,0.0,24.306,0,0,30.209,35.943,0,0.0,0.65,0.423,0.47,0.57,0.55,79.529,0,92.354,3.365,0,82.258,6.293,0.291,0.085
Carnegie Mellon University,211440,2010,1,57.702,23.161,1,5.434,1,34.305,1,0,0,0,0,0,0,0,1,0,10.023,7.0,12.009,21.736,472.447,10.858,14.736,10.6,4.5,5.639,0,6.98,0,0.0,-31.301,0,0,25.188,34.828,0,0.33,0.902,0.813,0.55,0.836,0.461,79.157,0,96.229,3.656,0,82.89,6.245,0.3,0.09
Carnegie Mellon University,211440,2011,1,46.279,21.906,1,5.62,1,33.886,1,0,0,0,0,0,0,0,0,1,10.847,6.927,12.096,22.27,495.964,10.413,15.344,10.871,4.692,5.767,0,7.1,0,0.0,23.666,0,0,34.221,36.627,0,0.313,0.883,0.78,0.497,0.837,0.412,81.36,0,94.749,3.718,0,80.5,6.163,0.288,0.083
Drexel University,212054,1987,1,8.319,10.809,0,1.102,1,13.9,0,1,0,0,0,0,0,0,0,0,0.926,2.682,6.455,4.817,23.206,6.874,2.135,9.617,0.686,7.138,0,0.302,0,0.0,0.296,0,0,11.098,2.5,0,1.64,0.419,0.175,0.333,0.377,1.793,17.325,0,50.487,3.358,1,19.417,3.712,0.844,0.712
Drexel University,212054,1989,1,9.958,12.951,0,1.231,1,15.696,0,0,1,0,0,0,0,0,0,0,0.757,3.079,6.839,5.33,28.41,6.812,2.251,9.178,0.805,6.612,0,1.783,0,0.0,0.204,0,0,14.246,2.203,0,1.456,0.155,0.024,0.165,0.093,1.761,18.656,0,54.957,2.943,1,24.204,4.151,0.779,0.643
Drexel University,212054,1991,1,9.351,14.619,0,0.98,1,16.811,0,0,0,1,0,0,0,0,0,0,1.162,3.047,5.025,5.729,32.823,5.966,2.682,8.882,1.011,6.169,0,0.037,0,0.0,0.402,0,0,13.511,2.454,0,0.015,0.156,0.024,0.156,0.104,1.702,20.426,0,57.864,2.838,1,22.863,4.031,0.704,0.523
Drexel University,212054,1999,1,13.168,16.604,0,1.295,1,16.063,0,0,0,0,1,0,0,0,0,0,1.986,5.41,6.011,6.355,40.383,4.721,0.945,9.733,0.707,7.581,0,3.109,0,0.0,4.459,0,0,11.257,3.453,0,1.305,0.139,0.019,0.139,0.031,1.445,21.502,0,62.561,1.047,1,24.424,3.411,0.537,0.301
Drexel University,212054,2002,1,28.504,15.412,0,2.74,1,17.803,0,0,0,0,0,1,0,0,0,0,2.478,6.89,7.991,9.49,90.059,9.778,2.6,13.541,2.348,9.421,0,0.0,0,0.0,-1.635,0,0,13.406,4.342,0,0.0,0.628,0.394,0.687,0.229,1.772,24.623,0,78.207,1.796,1,41.91,5.251,0.553,0.39
Drexel University,212054,2005,1,22.984,19.328,0,2.761,1,22.906,0,0,0,0,0,0,1,0,0,0,3.417,6.795,8.055,8.654,74.897,7.149,1.859,15.5,3.469,10.158,0,1.273,0,0.0,5.348,0,0,15.955,15.533,0,1.635,0.555,0.308,1.29,0.239,1.873,41.856,0,99.166,1.326,1,38.939,3.658,0.423,0.186
Drexel University,212054,2008,1,16.739,18.246,0,3.523,1,24.15,1,0,0,0,0,0,0,1,0,0,2.171,4.531,8.779,9.856,97.131,5.999,5.325,17.371,3.799,10.897,0,1.638,0,0.0,7.649,0,0,22.818,11.116,0,1.704,0.178,0.032,0.075,0.138,2.675,37.437,0,75.929,2.499,1,39.557,3.552,0.367,0.135
Drexel University,212054,2010,1,19.812,21.949,0,3.685,1,26.633,1,0,0,0,0,0,0,0,1,0,3.831,4.298,8.768,9.564,91.469,5.502,5.266,19.103,4.865,11.389,0,1.541,0,0.0,-6.835,0,0,20.616,10.76,0,1.696,0.18,0.032,0.105,0.152,2.849,41.224,0,83.312,2.505,1,40.428,3.387,0.361,0.13
Drexel University,212054,2011,1,18.814,21.419,0,3.573,1,26.984,1,0,0,0,0,0,0,0,0,1,4.521,4.037,8.453,9.243,85.433,5.043,5.206,20.264,5.043,12.332,0,1.523,0,0.0,4.154,0,0,19.979,10.992,0,1.653,0.153,0.023,0.114,0.123,2.889,42.497,0,84.766,2.539,1,38.793,3.227,0.355,0.126
Duquesne University,212106,1987,1,6.437,19.079,0,0.0,1,13.809,0,1,0,0,0,0,0,0,0,0,0.741,1.178,6.006,3.37,11.357,6.932,2.192,5.518,0.372,3.835,0,0.0,0,0.0,0.118,0,0,13.054,2.223,1,1.13,0.108,0.012,0.335,0.108,1.311,16.774,0,44.677,7.745,0,19.49,4.912,1.506,2.267
Duquesne University,212106,1989,1,6.634,16.35,0,0.176,1,14.174,0,0,1,0,0,0,0,0,0,0,0.994,1.362,6.674,3.852,14.84,7.021,2.49,5.676,0.423,3.825,0,0.0,0,0.0,0.115,0,0,12.988,2.052,1,1.564,0.047,0.002,0.273,0.023,1.428,17.221,0,46.282,6.982,0,19.622,4.933,1.281,1.68
Duquesne University,212106,1991,1,6.267,15.782,0,0.276,1,13.197,0,0,0,1,0,0,0,0,0,0,1.108,1.379,6.607,3.845,14.788,6.846,2.467,6.527,1.451,4.139,0,1.052,0,0.0,0.116,0,0,12.078,2.913,1,1.674,0.015,0.0,0.258,0.015,0.937,17.218,0,39.887,6.754,0,18.344,4.658,1.211,1.479
Duquesne University,212106,1999,1,10.731,16.257,0,0.241,1,17.146,0,0,0,0,1,0,0,0,0,0,2.438,0.767,6.456,5.783,33.448,6.44,5.016,8.296,1.172,5.047,0,1.663,0,0.0,2.126,0,0,10.211,1.433,1,1.683,0.239,0.057,0.907,0.699,2.077,21.018,0,53.896,14.929,0,20.942,4.532,0.784,0.668
Duquesne University,212106,2002,1,9.88,16.187,0,0.927,1,18.869,0,0,0,0,0,1,0,0,0,0,1.341,0.795,5.19,10.369,107.514,9.863,9.574,8.304,2.368,5.118,0,1.761,0,0.0,0.4,0,0,12.661,1.918,1,0.0,1.445,2.088,4.07,1.445,0.818,22.128,0,44.763,24.455,0,22.541,4.263,0.411,0.458
Duquesne University,212106,2005,1,10.324,17.893,0,1.007,1,19.962,0,0,0,0,0,0,1,0,0,0,2.011,0.747,4.853,6.824,46.569,6.595,6.078,8.84,2.84,5.323,0,1.676,0,0.0,2.546,0,0,13.189,1.601,1,0.0,1.312,1.722,2.296,1.312,0.677,23.574,0,66.716,16.974,0,23.513,3.846,0.564,0.362
Duquesne University,212106,2008,1,10.204,19.623,0,1.097,1,20.502,1,0,0,0,0,0,0,1,0,0,1.958,0.667,6.713,7.175,51.482,6.132,6.508,9.296,3.402,5.378,0,1.661,0,0.0,3.977,0,0,13.922,1.691,1,1.732,0.387,0.15,0.495,0.387,0.516,24.15,0,59.092,18.952,0,24.126,3.883,0.572,0.327
Duquesne University,212106,2010,1,12.528,22.5,0,1.002,1,21.667,1,0,0,0,0,0,0,0,1,0,1.454,0.605,6.795,6.764,45.753,5.72,6.159,9.58,3.668,5.55,0,1.774,0,0.0,-4.467,0,0,12.144,1.538,1,1.785,0.396,0.157,0.309,0.396,0.362,24.66,0,63.402,19.621,0,24.672,4.008,0.629,0.396
Duquesne University,212106,2011,1,12.245,22.175,0,1.022,1,22.728,1,0,0,0,0,0,0,0,0,1,1.543,0.607,6.986,6.635,44.019,5.942,6.028,9.39,3.576,5.475,0,1.803,0,0.0,3.975,0,0,12.287,1.577,1,1.778,0.341,0.116,0.373,0.341,0.339,25.849,0,63.562,19.719,0,24.532,4.185,0.665,0.442
Lehigh University,213543,1987,1,17.639,13.28,0,0.0,0,22.673,0,1,0,0,0,0,0,0,0,0,4.327,1.927,6.34,8.515,72.513,8.217,6.588,5.863,0.779,4.623,0,3.445,0,0.0,2.611,0,0,22.709,8.633,0,0.49,0.124,0.015,0.439,0.124,0.461,35.634,0,65.538,7.681,0,40.349,6.464,0.77,0.593
Lehigh University,213543,1989,1,18.328,14.394,0,0.0,0,23.751,0,0,1,0,0,0,0,0,0,0,3.76,1.871,6.647,9.1,82.802,8.865,7.228,5.878,0.931,4.493,0,3.554,0,0.0,2.506,0,0,28.017,8.963,0,0.522,0.236,0.056,0.427,0.236,0.454,36.474,0,65.828,8.599,0,46.345,6.686,0.735,0.569
Lehigh University,213543,1991,1,17.832,19.468,0,0.0,0,25.208,0,0,0,1,0,0,0,0,0,0,4.079,2.003,6.632,8.859,78.48,9.163,6.855,5.806,0.951,4.391,0,3.535,0,0.0,2.849,0,0,27.06,9.45,0,0.381,0.472,0.223,0.449,0.466,0.464,38.737,0,67.73,7.996,0,44.892,7.078,0.799,0.712
Lehigh University,213543,1999,1,23.305,23.208,0,0.0,0,23.204,0,0,0,0,1,0,0,0,0,0,9.609,1.968,6.475,9.497,90.197,7.864,7.529,5.69,0.775,4.499,0,0.035,0,0.0,30.125,0,0,21.434,10.852,0,0.447,0.534,0.285,0.429,1.564,0.416,43.665,0,76.127,7.82,0,44.739,6.714,0.707,0.561
Lehigh University,213543,2002,1,18.524,22.512,0,0.0,0,23.103,0,0,0,0,0,1,0,0,0,0,6.691,1.19,7.469,8.496,72.184,8.647,7.306,5.967,0.883,4.639,0,2.759,0,0.0,-3.814,0,0,25.661,8.42,0,1.609,0.369,0.136,0.486,0.369,0.445,38.214,0,76.476,13.408,0,44.185,20.31,2.391,6.429
Lehigh University,213543,2005,1,21.159,23.206,0,0.514,0,24.879,0,0,0,0,0,0,1,0,0,0,6.524,1.723,7.96,9.769,95.44,8.252,8.046,6.034,0.971,4.621,0,3.719,0,0.0,23.785,0,0,27.904,11.475,0,0.602,0.779,0.607,0.398,0.779,0.442,42.878,0,85.416,9.456,0,49.063,6.844,0.701,0.518
Lehigh University,213543,2008,1,20.834,27.613,0,3.027,0,26.913,1,0,0,0,0,0,0,1,0,0,7.648,1.778,10.154,8.905,79.291,7.912,7.127,6.244,0.955,4.811,0,2.854,0,0.0,30.426,0,0,30.156,11.613,0,0.593,0.032,0.001,0.096,0.032,0.478,46.175,0,77.229,8.459,0,50.989,6.534,0.736,0.542
Lehigh University,213543,2010,1,25.94,24.991,0,3.36,0,28.27,1,0,0,0,0,0,0,0,1,0,6.942,1.775,10.588,8.94,79.917,7.735,7.164,6.309,1.127,4.723,0,2.893,0,0.0,-35.557,0,0,23.671,9.487,0,0.476,0.026,0.001,0.09,0.026,0.459,44.699,0,80.894,8.393,0,49.611,6.752,0.758,0.574
Lehigh University,213543,2011,1,25.378,25.774,0,3.147,0,28.582,1,0,0,0,0,0,0,0,0,1,8.149,1.857,10.541,9.031,81.556,7.583,7.174,6.356,1.113,4.81,0,2.757,0,0.0,31.339,0,0,22.982,10.055,0,0.629,0.031,0.001,0.094,0.031,0.433,46.786,0,78.805,7.949,0,48.36,6.765,0.752,0.565
University of Pennsylvania,215062,1987,1,29.971,9.689,1,6.671,1,26.931,0,1,0,0,0,0,0,0,0,0,5.175,4.583,13.686,20.168,406.75,30.405,15.585,19.307,6.012,9.444,0,3.388,0,32.924,2.566,1,0,60.703,17.173,0,1.887,0.921,0.849,2.219,0.875,3.851,82.202,0,34.055,10.034,0,90.674,5.128,0.266,0.071
University of Pennsylvania,215062,1989,1,32.39,10.897,1,6.405,1,27.424,0,0,1,0,0,0,0,0,0,0,5.265,4.733,13.018,20.758,430.887,30.411,16.025,19.563,6.26,9.395,0,5.013,0,32.416,2.202,1,0,70.06,17.113,0,1.466,0.904,0.817,2.313,0.879,3.908,82.219,0,39.647,9.811,0,102.45,5.147,0.248,0.067
University of Pennsylvania,215062,1991,1,30.689,10.08,1,6.345,1,28.936,0,0,0,1,0,0,0,0,0,0,5.934,5.155,13.099,22.718,516.1,31.092,17.563,19.811,8.9,9.369,0,4.594,0,34.667,2.709,1,0,64.299,18.648,0,1.691,0.891,0.794,2.719,0.87,1.542,88.185,0,36.431,9.438,0,94.988,5.063,0.223,0.054
University of Pennsylvania,215062,1999,1,55.381,36.776,1,11.436,1,30.386,0,0,0,0,1,0,0,0,0,0,19.547,5.594,20.708,18.361,337.135,21.465,12.767,19.412,5.645,9.77,0,2.627,0,87.76,21.22,1,0,140.612,43.512,0,4.228,0.563,0.317,5.438,1.659,3.997,181.205,0,136.106,6.119,0,195.993,5.043,0.275,0.08
University of Pennsylvania,215062,2002,1,57.034,36.479,1,7.051,1,33.373,0,0,0,0,0,1,0,0,0,0,20.251,7.589,14.528,38.294,1466.449,28.568,30.706,20.254,8.697,9.964,0,3.06,0,80.114,12.883,1,0,137.809,57.61,0,4.3,0.538,0.29,12.373,0.538,1.593,191.348,0,105.163,7.811,0,194.843,6.058,0.158,0.055
University of Pennsylvania,215062,2005,1,62.234,36.709,1,4.696,1,34.837,0,0,0,0,0,0,1,0,0,0,19.194,8.53,12.93,27.286,744.528,15.737,18.756,21.293,9.349,10.422,0,0.026,0,104.002,29.234,1,0,144.889,40.504,0,1.133,0.456,0.208,0.681,0.451,1.522,198.537,0,201.102,4.044,0,207.123,7.101,0.26,0.068
University of Pennsylvania,215062,2008,1,62.581,38.115,1,12.161,1,36.606,1,0,0,0,0,0,0,1,0,0,22.585,8.75,22.6,29.371,862.626,15.613,20.62,21.668,9.853,10.062,0,0.157,0,122.273,52.879,1,0,155.751,40.092,0,2.972,0.18,0.032,0.138,0.171,1.753,221.557,0,145.411,4.141,0,218.332,7.467,0.256,0.065
University of Pennsylvania,215062,2010,1,73.783,43.729,1,12.517,1,37.565,1,0,0,0,0,0,0,0,1,0,15.476,8.517,22.353,29.07,845.054,14.453,20.553,22.673,10.809,10.394,0,0.128,0,131.534,-44.676,1,0,155.369,40.64,0,2.783,0.137,0.019,0.119,0.135,1.47,225.216,0,155.78,4.11,0,229.152,7.052,0.244,0.059
University of Pennsylvania,215062,2011,1,75.007,44.06,1,13.896,1,37.496,1,0,0,0,0,0,0,0,0,1,26.044,8.883,23.718,29.194,852.27,14.632,20.31,22.683,11.028,10.301,0,0.105,0,141.376,47.024,1,0,159.438,45.5,0,2.773,0.137,0.019,0.123,0.137,1.354,250.416,0,152.9,3.933,0,234.445,7.049,0.243,0.059
Brown University,217156,1987,1,21.05,12.5,1,0.652,1,27.853,0,1,0,0,0,0,0,0,0,0,4.977,5.793,7.37,8.73,76.213,17.429,2.937,7.214,1.279,5.507,0,0.023,0,0.0,2.639,1,1,28.532,9.991,0,0.05,0.343,0.118,0.599,0.22,0.428,42.821,0,54.218,3.515,0,49.582,6.668,0.795,0.632
Brown University,217156,1989,1,22.971,13.38,1,1.348,1,27.3,0,0,1,0,0,0,0,0,0,0,4.9,6.356,8.072,9.159,83.879,18.471,2.802,7.345,1.261,5.608,0,0.0,0,0.0,2.754,1,1,31.798,10.877,0,0.121,0.377,0.142,0.773,0.229,0.476,43.077,0,55.699,3.347,0,54.769,6.603,0.721,0.565
Brown University,217156,1991,1,21.941,15.502,1,0.69,1,29.582,0,0,0,1,0,0,0,0,0,0,5.84,6.545,7.66,9.805,96.137,18.672,3.26,7.245,1.503,5.55,0,0.66,0,0.0,3.55,1,1,29.626,11.216,0,0.096,0.419,0.176,0.729,0.21,0.192,46.638,0,57.891,3.351,0,51.567,6.874,0.701,0.536
Brown University,217156,1999,1,29.844,19.062,1,0.587,1,28.799,0,0,0,0,1,0,0,0,0,0,11.856,6.904,7.444,13.889,192.915,18.554,6.985,7.5,1.248,5.777,0,1.932,0,0.0,31.991,1,1,26.244,12.515,0,0.057,1.223,1.496,3.141,3.107,0.475,53.17,0,64.548,3.699,0,56.088,6.8,0.49,0.288
